id,nom_medicament,nom_generique,classe_therapeutique,famille_pharmacologique,posologie_adulte,posologie_enfant,dose_maximale,frequence_administration,grossesse,allaitement
653,DOLIPRANETABS,,Antalgiques - Antipyrétiques - Antispasmodiques > Antalgiques non opioïdes > Antalgiques non opioïdes seuls > Paracétamol > Formes sèches,Antalgique et,"Adulte et enfant pesant plus de 50 kg (environ 15 ans) : 1 à 2 comprimés à 500 mg ou 1 comprimé à 1000 mg, 1 à 3 fois par jour. Ne pas prendre 2 comprimés à 1 000 mg en même temps et ne pas dépasser 3 g de paracétamol par jour sans avis médical.Dans les douleurs intenses, la posologie maximale peut être portée à 1 g de paracétamol, 4 fois par jour, uniquement sur avis médical.","Adulte et enfant pesant plus de 50 kg (environ 15 ans) : 1 à 2 comprimés à 500 mg ou 1 comprimé à 1000 mg, 1 à 3 fois par jour. Ne pas prendre 2 comprimés à 1 000 mg en même temps et ne pas dépasser 3 g de paracétamol par jour sans avis médical.Dans les douleurs intenses, la posologie maximale peut être portée à 1 g de paracétamol, 4 fois par jour, uniquement sur avis médical. Enfant de plus de 27 kg : 60 mg par kg et par jour, soit 15 mg par kg toutes les 6 heures ou 10 mg par kg toutes les 4 heures. A titre indicatif :Enfant de 27 à 40 kg (environ 8 à 12 ans) : 1 comprimé à 500 mg, à renouveler si bseoin au bout de 6 heures, sans dépasser 4 comprimés par jour.Enfant de 41 à 49 kg (environ 13 à 15 ans) : 1 comprimé à 500 mg, à renouveler si besoin au bout de 4 heures, sans dépasser 6 comprimés par jour.La dose quotidienne maximale de paracétamol chez l'enfant est de 80 mg par kg, en 4 prises minimum, sans dépasser 3 g par jour. Enfant de 27 à 40 kg (environ 8 à 12 ans) : 1 comprimé à 500 mg, à renouveler si bseoin au bout de 6 heures, sans dépasser 4 comprimés par jour. Enfant de 41 à 49 kg (environ 13 à 15 ans) : 1 comprimé à 500 mg, à renouveler si besoin au bout de 4 heures, sans dépasser 6 comprimés par jour. La dose quotidienne maximale de paracétamol chez l'enfant est de 80 mg par kg, en 4 prises minimum, sans dépasser 3 g par jour.",ne pas dépasser 3 g de paracétamol par jour sans avis médical,3 fois par jour,"Les études scientifiques actuellement disponibles n'ont pas mis en évidence de problème particulier lors de l'utilisation du paracétamol chez la femme enceinte. Cependant, il doit être utilisé à la dose efficace la plus faible et pendant la durée la plus courte possible.","Aux doses usuelles, l'usage de ce médicament est possible pendant l'allaitement."
654,DOLIPRANEORODOZ,,Antalgiques - Antipyrétiques - Antispasmodiques > Antalgiques non opioïdes > Antalgiques non opioïdes seuls > Paracétamol > Formes à délitement rapide,Antalgique et,"Adulte et enfant pesant plus de 50 kg (environ 15 ans) : 1 à 2 comprimés, 1 à 3 fois par jour. Ne pas dépasser 3 g de paracétamol par jour (6 comprimés) sans avis médical.Dans les douleurs intenses, la posologie maximale peut être portée à 1 g de paracétamol, 4 fois par jour, uniquement sur avis médical.","Adulte et enfant pesant plus de 50 kg (environ 15 ans) : 1 à 2 comprimés, 1 à 3 fois par jour. Ne pas dépasser 3 g de paracétamol par jour (6 comprimés) sans avis médical.Dans les douleurs intenses, la posologie maximale peut être portée à 1 g de paracétamol, 4 fois par jour, uniquement sur avis médical. Enfant de plus de 27 kg : 60 mg par kg et par jour, soit 15 mg par kg toutes les 6 heures ou 10 mg par kg toutes les 4 heures. A titre indicatif :Enfant de 27 à 40 kg (environ 8 à 12 ans) : 1 comprimé, 1 à 4 fois par jour, en respectant un intervalle de 6 heures entre les prises. Ne pas dépasser 4 comprimés par jour.Enfant de 41 à 49 kg (environ 13 à 15 ans) : 1 comprimé, 1 à 6 fois par jour, en respectant un intervalle de 4 heures entre les prises. Ne pas dépasser 6 comprimés par jour.La dose quotidienne maximale de paracétamol chez l'enfant est de 80 mg par kg, en 4 prises minimum, sans dépasser 3 g par jour. Enfant de 27 à 40 kg (environ 8 à 12 ans) : 1 comprimé, 1 à 4 fois par jour, en respectant un intervalle de 6 heures entre les prises. Ne pas dépasser 4 comprimés par jour. Enfant de 41 à 49 kg (environ 13 à 15 ans) : 1 comprimé, 1 à 6 fois par jour, en respectant un intervalle de 4 heures entre les prises. Ne pas dépasser 6 comprimés par jour. La dose quotidienne maximale de paracétamol chez l'enfant est de 80 mg par kg, en 4 prises minimum, sans dépasser 3 g par jour.",Ne pas dépasser 3 g de paracétamol par jour (6 comprimés) sans avis médical,3 fois par jour,"Les études scientifiques actuellement disponibles n'ont pas mis en évidence de problème particulier lors de l'utilisation du paracétamol chez la femme enceinte. Cependant, il doit être utilisé à la dose efficace la plus faible et pendant la durée la plus courte possible.","Aux doses usuelles, l'usage de ce médicament est possible pendant l'allaitement."
655,DOLIPRANECAPS,,Antalgiques - Antipyrétiques - Antispasmodiques > Antalgiques non opioïdes > Antalgiques non opioïdes seuls > Paracétamol > Formes sèches,Antalgique et,"Adulte et enfant de plus de 50 kg (plus de 15 ans) : 1 gélule, à renouveler si besoin après un délai minimal de 4 heures. Ne pas prendre 2 gélules en même temps et ne pas dépasser 3 g de paracétamol par jour (soit 3 gélules par jour) sans avis médical.Dans les douleurs intenses, la posologie maximale peut être portée à 1 g de paracétamol, 4 fois par jour (soit 4 gélules par jour), uniquement sur prescription médicale.","Adulte et enfant de plus de 50 kg (plus de 15 ans) : 1 gélule, à renouveler si besoin après un délai minimal de 4 heures. Ne pas prendre 2 gélules en même temps et ne pas dépasser 3 g de paracétamol par jour (soit 3 gélules par jour) sans avis médical.Dans les douleurs intenses, la posologie maximale peut être portée à 1 g de paracétamol, 4 fois par jour (soit 4 gélules par jour), uniquement sur prescription médicale.",ne pas dépasser 3 g de paracétamol par jour (soit 3 gélules par jour) sans avis médical,3 gélules par jour,Les études scientifiques actuellement disponibles n'ont pas mis en évidence de problème particulier lors de l'utilisation du paracétamol chez la femme enceinte.,"Aux doses usuelles, l'usage de ce médicament est possible pendant l'allaitement."
656,DOLIPRANELIQUIZ,,Antalgiques - Antipyrétiques - Antispasmodiques > Antalgiques non opioïdes > Antalgiques non opioïdes seuls > Paracétamol > Solutions ou suspensions buvables,Antalgique et,"Adulte et enfant pesant plus de 50 kg (à partir d'environ 15 ans) : 500 mg (1 sachet à 500 mg) ou 1 g (2 sachets à 500 mg ou 1 sachet à 1000 mg) de paracétamol, 1 à 3 fois par jour.Dans les douleurs sévères de l'adulte pesant plus de 50 kg et notamment dans l'arthrose, la posologie maximale peut être portée à 1 g de paracétamol, 4 fois par jour, uniquement sur prescription médicale. Dans les douleurs sévères de l'adulte pesant plus de 50 kg et notamment dans l'arthrose, la posologie maximale peut être portée à 1 g de paracétamol, 4 fois par jour, uniquement sur prescription médicale.","Adulte et enfant pesant plus de 50 kg (à partir d'environ 15 ans) : 500 mg (1 sachet à 500 mg) ou 1 g (2 sachets à 500 mg ou 1 sachet à 1000 mg) de paracétamol, 1 à 3 fois par jour.Dans les douleurs sévères de l'adulte pesant plus de 50 kg et notamment dans l'arthrose, la posologie maximale peut être portée à 1 g de paracétamol, 4 fois par jour, uniquement sur prescription médicale. Enfant : 60 mg par kg et par jour, soit 15 mg par kg toutes les 6 heures ou 10 mg par kg toutes les 4 heures. Il est nécessaire de suivre les recommandations de votre pharmacien ou de votre médecin. Á titre indicatif :Sachet à 200 mg :Enfant de 11 à 16 kg (environ 18 mois à 5 ans) : 1 sachet à 200 mg, à renouveler si besoin au bout de 6 heures, sans dépasser 4 sachets par jour.Enfant de 17 à 20 kg (environ 4 à 7 ans) : 1 sachet à 200 mg, à renouveler si besoin au bout de 6 heures, sans dépasser 6 sachets par jour ;Enfant de 21 à 25 kg (environ 6 à 10 ans) : 2 sachets à 200 mg, à renouveler si besoin au bout de 6 heures, sans dépasser 8 sachets par jour.Sachet à 300 mg :Enfant de 16 à 24 kg (environ 4 à 9 ans) : 1 sachet à 300 mg, à renouveler si besoin au bout de 6 heures, sans dépasser 4 sachets par jour ;Enfant de 25 à 30 kg (environ 8 à 11 ans) : 1 sachet à 300 mg, à renouveler si besoin au bout de 4 heures, sans dépasser 6 sachets par jour.Enfant de 31 à 48 kg (environ 10 à 15 ans) : 2 sachets à 300 mg, à renouveler si besoin au bout de 6 heures, sans dépasser 8 sachets par jour.Sachet à 500 mg :Enfant de 27 à 40 kg (environ 8 à 13 ans) : 1 sachet à 500 mg, à renouveler si besoin au bout de 6 heures, sans dépasser 4 sachets par jour.Enfant de 41 à 50 kg (environ 12 à 15 ans) : 1 sachet à 500 mg, à renouveler si besoin au bout de 4 heures, sans dépasser 6 sachets par jour.La dose quotidienne maximale de paracétamol chez l'enfant est de 80 mg par kg, en 4 prises minimum, sans dépasser 3 g par jour. Enfant de 11 à 16 kg (environ 18 mois à 5 ans) : 1 sachet à 200 mg, à renouveler si besoin au bout de 6 heures, sans dépasser 4 sachets par jour. Enfant de 17 à 20 kg (environ 4 à 7 ans) : 1 sachet à 200 mg, à renouveler si besoin au bout de 6 heures, sans dépasser 6 sachets par jour ; Enfant de 21 à 25 kg (environ 6 à 10 ans) : 2 sachets à 200 mg, à renouveler si besoin au bout de 6 heures, sans dépasser 8 sachets par jour. Enfant de 16 à 24 kg (environ 4 à 9 ans) : 1 sachet à 300 mg, à renouveler si besoin au bout de 6 heures, sans dépasser 4 sachets par jour ; Enfant de 25 à 30 kg (environ 8 à 11 ans) : 1 sachet à 300 mg, à renouveler si besoin au bout de 4 heures, sans dépasser 6 sachets par jour. Enfant de 31 à 48 kg (environ 10 à 15 ans) : 2 sachets à 300 mg, à renouveler si besoin au bout de 6 heures, sans dépasser 8 sachets par jour. Enfant de 27 à 40 kg (environ 8 à 13 ans) : 1 sachet à 500 mg, à renouveler si besoin au bout de 6 heures, sans dépasser 4 sachets par jour. Enfant de 41 à 50 kg (environ 12 à 15 ans) : 1 sachet à 500 mg, à renouveler si besoin au bout de 4 heures, sans dépasser 6 sachets par jour. La dose quotidienne maximale de paracétamol chez l'enfant est de 80 mg par kg, en 4 prises minimum, sans dépasser 3 g par jour.",,3 fois par jour,"Les études scientifiques actuellement disponibles n'ont pas mis en évidence de problème particulier lors de l'utilisation du paracétamol chez la femme enceinte. Cependant, il doit être utilisé à la dose efficace la plus faible et pendant la durée la plus courte possible.","Aux doses usuelles, l'usage de ce médicament est possible pendant l'allaitement."
657,DOLENIO,,Rhumatologie > Arthrose et diverses affections rhumatismales > Traitement symptomatique de l'arthrose > Glucosamine,Antiarthrosique d'action lente,Adulte de plus de 18 ans : 1 comprimé par jour.,,,1 comprimé par jour,,
658,DOGMATIL,,Psychiatrie > Neuroleptiques > Benzamides > Sulpiride,Neuroleptique,La dose minimale efficace est toujours recherchée. Elle est strictement individuelle.,,,,"Si une grossesse survient pendant le traitement, consultez votre médecin : il appréciera le risque éventuel lié à l'utilisation de ce médicament dans votre cas. Si le traitement est poursuivi jusqu'à l'accouchement, une surveillance médicale du nouveau-né est nécessaire.",Ce médicament passe dans le lait maternel : l'allaitement est déconseillé.
659,DOLIPRANE,,Antalgiques - Antipyrétiques - Antispasmodiques > Antalgiques non opioïdes > Antalgiques non opioïdes seuls > Paracétamol > Formes effervescentes,Antalgique et,"Adulte et adolescent pesant plus de 50 kg (à partir d'environ 15 ans) : 500 mg ou 1 g de paracétamol, 1 à 3 fois par jour.Dans les douleurs sévères, la posologie maximale peut être portée à 1 g de paracétamol, 4 fois par jour, uniquement sur avis médical.","Adulte et adolescent pesant plus de 50 kg (à partir d'environ 15 ans) : 500 mg ou 1 g de paracétamol, 1 à 3 fois par jour.Dans les douleurs sévères, la posologie maximale peut être portée à 1 g de paracétamol, 4 fois par jour, uniquement sur avis médical. Enfant : 60 mg par kg et par jour, soit 15 mg par kg toutes les 6 heures ou 10 mg par kg toutes les 4 heures. Soit 1 pipette de solution buvable remplie jusqu'à la graduation correspondant au poids de l'enfant, en espaçant les prises d'au moins 6 heures. Pour les autres formes, les posologies suivantes données à titre indicatif :Enfant de 3 à 4 kg : 1/2 suppositoire à 100 mg, à renouveler au bout de 6 heures, sans dépasser 4 demi-suppositoiresà 100 mg par jour.Enfant de 6 à 8 kg (environ 3 à 9 mois) : 1 sachet à 100 mg par prise, à renouveler si besoin au bout de 6 heures, sans dépasser 4 sachets à 100 mg par jour.Enfant de 8 à 12 kg (environ 6 à 24 mois) : 1 sachet à 150 mg par prise, à renouveler si besoin au bout de 6 heures, sans dépasser 4 sachets à 150 mg par jour.Enfant de 11 à 16 kg (environ 18 mois à 5 ans) : 1 sachet à 200 mg par prise, à renouveler si besoin au bout de 6 heures, sans dépasser 4 sachets à 200 mg par jour.Enfant de 16 à 24 kg (environ 4 à 9 ans) : 1 sachet à 300 mg par prise, à renouveler si besoin au bout de 6 heures, sans dépasser 4 sachets à 300 mg par jour.Enfant de 25 à 30 kg (environ 8 à 11 ans) : 1 sachet à 300 mg par prise, à renouveler si besoin au bout de 4 heures, sans dépasser 6 sachets à 300 mg par jour.Enfant de 27 à 40 kg (environ de 8 à 13 ans) : 1 comprimé ou 1 gélule ou 1 sachet 500 mg par prise, à renouveler si besoin au bout de 6 heures, sans dépasser 4 comprimés ou 4 gélules ou 4 sachets à 500 mg par jour.Enfant de 41 à 50 kg (environ de 12 à 15 ans) : 1 comprimé ou 1 gélule ou 1 sachet à 500 mg par prise, à renouveler si besoin au bout de 4 heures, sans dépasser 6 comprimés ou 6 gélules ou 6 sachets à 500 mg par jour. Enfant de 3 à 4 kg : 1/2 suppositoire à 100 mg, à renouveler au bout de 6 heures, sans dépasser 4 demi-suppositoiresà 100 mg par jour. Enfant de 6 à 8 kg (environ 3 à 9 mois) : 1 sachet à 100 mg par prise, à renouveler si besoin au bout de 6 heures, sans dépasser 4 sachets à 100 mg par jour. Enfant de 8 à 12 kg (environ 6 à 24 mois) : 1 sachet à 150 mg par prise, à renouveler si besoin au bout de 6 heures, sans dépasser 4 sachets à 150 mg par jour. Enfant de 11 à 16 kg (environ 18 mois à 5 ans) : 1 sachet à 200 mg par prise, à renouveler si besoin au bout de 6 heures, sans dépasser 4 sachets à 200 mg par jour. Enfant de 16 à 24 kg (environ 4 à 9 ans) : 1 sachet à 300 mg par prise, à renouveler si besoin au bout de 6 heures, sans dépasser 4 sachets à 300 mg par jour. Enfant de 25 à 30 kg (environ 8 à 11 ans) : 1 sachet à 300 mg par prise, à renouveler si besoin au bout de 4 heures, sans dépasser 6 sachets à 300 mg par jour. Enfant de 27 à 40 kg (environ de 8 à 13 ans) : 1 comprimé ou 1 gélule ou 1 sachet 500 mg par prise, à renouveler si besoin au bout de 6 heures, sans dépasser 4 comprimés ou 4 gélules ou 4 sachets à 500 mg par jour. Enfant de 41 à 50 kg (environ de 12 à 15 ans) : 1 comprimé ou 1 gélule ou 1 sachet à 500 mg par prise, à renouveler si besoin au bout de 4 heures, sans dépasser 6 comprimés ou 6 gélules ou 6 sachets à 500 mg par jour. La dose quotidienne maximale de paracétamol chez l'enfant est de 80 mg par kg, en 4 prises minimum, sans dépasser 3 g par jour pour les enfants pesant plus de 38 kg.",,3 fois par jour,"Les études scientifiques actuellement disponibles n'ont pas mis en évidence de problème particulier lors de l'utilisation du paracétamol chez la femme enceinte. Cependant, il doit être utilisé à la dose efficace la plus faible et pendant la durée la plus courte possible.","Aux doses usuelles, l'usage de ce médicament est possible pendant l'allaitement."
660,DOCETAXEL HOSPIRA,,Cancérologie - Hématologie > Antinéoplasiques > Chimiothérapie cytotoxique > Agents du fuseau > Stabilisants du fuseau : taxanes > Urologie - Néphrologie > Cancer de la prostate,DOCETAXEL,,,,,,
661,DOCETAXEL ARROW,,Cancérologie - Hématologie > Antinéoplasiques > Chimiothérapie cytotoxique > Agents du fuseau > Stabilisants du fuseau : taxanes > Urologie - Néphrologie > Cancer de la prostate,DOCETAXEL,,,,,,
662,DOCETAXEL ACCORD,TAXOTERE 20 mg/1 ml sol diluer p perf,Cancérologie - Hématologie > Antinéoplasiques > Chimiothérapie cytotoxique > Agents du fuseau > Stabilisants du fuseau : taxanes > Urologie - Néphrologie > Cancer de la prostate,DOCETAXEL,,,,,,
663,DOCETAXEL KABI,TAXOTERE 160 mg/8 ml sol diluer p perf,Cancérologie - Hématologie > Antinéoplasiques > Chimiothérapie cytotoxique > Agents du fuseau > Stabilisants du fuseau : taxanes > Urologie - Néphrologie > Cancer de la prostate,DOCETAXEL,,,,,,
664,DODECAVIT,,Classification pharmacothérapeutique VIDAL: Métabolisme - Diabète - Nutrition > Vitamines > Vitamines du groupe B > Vitamine B12 et dérivés de la vitamine B12 > Hydroxocobalamine || Classification ATC: SANG ET ORGANES HEMATOPOIETIQUES > PREPARATIONS ANTIANEMIQUES > VITAMINE B12 ET ACIDE FOLIQUE > VITAMINE B12 (CYANOCOBALAMINE ET DERIVES) > HYDROXOCOBALAMINE,Hydroxocobalamine,1 ampoule par jour ou 3 fois par semaine en traitement d'attaque. Après 10 injections : 1 ampoule par mois en traitement d'entretien.,,,3 fois par semaine,,
